,mean,std
0,-2.1965646743774414,0.17274945974349976
1,-2.151268720626831,0.17103928327560425
2,-2.1204419136047363,0.16684649884700775
3,-2.095245838165283,0.1607016623020172
4,-2.074471950531006,0.16019941866397858
5,-2.0939812660217285,0.16421647369861603
6,-2.117384433746338,0.167123481631279
7,-2.087157726287842,0.17022888362407684
8,-2.131330728530884,0.17321531474590302
9,-2.2404561042785645,0.18478719890117645
10,-2.290745258331299,0.18730026483535767
11,-2.3676934242248535,0.1927950531244278
12,-2.544250011444092,0.2104611098766327
13,-2.6886789798736572,0.20918849110603333
14,-2.8722500801086426,0.20886340737342834
15,-3.012028694152832,0.21710458397865295
16,-3.0990748405456543,0.2481929361820221
17,-3.165320873260498,0.2872920036315918
18,-3.177914619445801,0.2881256639957428
19,-3.2280020713806152,0.2984832525253296
20,-3.2475152015686035,0.2905072271823883
21,-3.2816078662872314,0.30232614278793335
22,-3.2763028144836426,0.28971007466316223
23,-3.5229897499084473,0.30629676580429077
24,-3.095158100128174,0.2801440954208374
25,-1.5715742111206055,0.1529957503080368
26,-0.6213210821151733,0.11033441126346588
27,-0.12664932012557983,0.05418804660439491
28,-0.046536993235349655,0.03687383607029915
29,-0.027529645711183548,0.034031014889478683
30,-0.02530980110168457,0.033252984285354614
31,-0.021330440416932106,0.03279823809862137
32,-0.01632232591509819,0.03246345371007919
33,-0.010339617729187012,0.03039526753127575
34,-0.006313240621238947,0.02876603603363037
35,-0.004576670937240124,0.028363056480884552
36,-0.0033720373176038265,0.02908151037991047
37,-0.0030867219902575016,0.030000636354088783
38,-0.005659007932990789,0.030794085934758186
39,-0.008488178253173828,0.02993924356997013
40,-0.006125748157501221,0.029181653633713722
41,-0.006984913256019354,0.030895637348294258
42,-0.009996866807341576,0.030770136043429375
43,-0.007388949394226074,0.03034166246652603
44,-0.011795747093856335,0.03095536306500435
45,-0.012217056937515736,0.0314549095928669
46,-0.020087409764528275,0.03296435996890068
47,-0.01904001273214817,0.03225821256637573
48,-0.025282954797148705,0.03287997096776962
49,-0.027558481320738792,0.0330071859061718
50,-0.02953857183456421,0.032927896827459335
51,-0.03149531036615372,0.032944053411483765
52,-0.033791281282901764,0.03313963860273361
53,-0.03872651979327202,0.034164074808359146
54,-0.05509010702371597,0.03761621192097664
55,-0.07441312074661255,0.04160512983798981
56,-0.10375642776489258,0.050221383571624756
57,-0.11711333692073822,0.052429430186748505
58,-0.1182856410741806,0.05209752917289734
59,-0.11372901499271393,0.05190002918243408
60,-0.10584308952093124,0.05054585263133049
61,-0.10318279266357422,0.050081346184015274
62,-0.10024887323379517,0.048945069313049316
63,-0.09438852220773697,0.0472734235227108
64,-0.08715859800577164,0.04577810689806938
65,-0.0815679058432579,0.04518715292215347
66,-0.083474300801754,0.046023838222026825
67,-0.09184382110834122,0.04685289040207863
68,-0.10155318677425385,0.04707306623458862
69,-0.11125373840332031,0.04448232054710388
70,-0.11510588973760605,0.04267946258187294
71,-0.11192943155765533,0.043272051960229874
72,-0.11139355599880219,0.044792257249355316
73,-0.10826057195663452,0.04670996218919754
74,-0.10502175986766815,0.04966774955391884
75,-0.10689135640859604,0.050089552998542786
76,-0.10614601522684097,0.047877587378025055
77,-0.10545839369297028,0.044102925807237625
78,-0.10228632390499115,0.042449239641427994
79,-0.08858345448970795,0.040242135524749756
80,-0.06876622140407562,0.03788559138774872
81,-0.052381791174411774,0.03594179451465607
82,-0.049677085131406784,0.03550858423113823
83,-0.06727111339569092,0.04023618623614311
84,-0.12159974873065948,0.050666697323322296
85,-0.20498895645141602,0.05702659860253334
86,-0.2973739206790924,0.06763488799333572
87,-0.3598509430885315,0.0854504406452179
88,-0.39017704129219055,0.08535368740558624
89,-0.40069523453712463,0.07997310906648636
90,-0.39085322618484497,0.07538185268640518
91,-0.3708727955818176,0.07182487100362778
92,-0.3480466306209564,0.07146859914064407
93,-0.3333796560764313,0.07246361672878265
94,-0.32671183347702026,0.07356379926204681
95,-0.3103811740875244,0.0744338184595108
96,-0.2829718291759491,0.07394297420978546
97,-0.2563885748386383,0.0712190568447113
98,-0.24075865745544434,0.06855492293834686
99,-0.2397621124982834,0.06776881217956543
100,-0.2507093846797943,0.06922624260187149
101,-0.2638053297996521,0.07117065787315369
102,-0.2743229269981384,0.07313372194766998
103,-0.27390629053115845,0.07268849015235901
104,-0.263757586479187,0.07071980834007263
105,-0.24071231484413147,0.06627260148525238
106,-0.19727663695812225,0.06013016030192375
107,-0.15169432759284973,0.05397742614150047
108,-0.1161545068025589,0.046332426369190216
109,-0.08844619989395142,0.039536379277706146
110,-0.08683830499649048,0.0401790477335453
