,mean,std
0,-2.291269302368164,0.4888326823711395
1,-2.393446922302246,0.4828333854675293
2,-2.027571678161621,0.39959368109703064
3,-1.733777403831482,0.3296918272972107
4,-1.6846542358398438,0.31684601306915283
5,-1.8366196155548096,0.2803495526313782
6,-2.0911707878112793,0.298970103263855
7,-2.306673288345337,0.3900642991065979
8,-2.4842097759246826,0.49181872606277466
9,-2.305765151977539,0.41047757863998413
10,-2.372898578643799,0.3993101716041565
11,-2.7217044830322266,0.5177480578422546
12,-2.714385986328125,0.46394479274749756
13,-2.727491617202759,0.4948643147945404
14,-2.8323867321014404,0.4990368187427521
15,-2.9565348625183105,0.4903744161128998
16,-3.0280957221984863,0.4959957003593445
17,-3.129376173019409,0.5223632454872131
18,-3.2179653644561768,0.5700817108154297
19,-3.1924848556518555,0.5556923747062683
20,-3.4860405921936035,0.5895607471466064
21,-3.44384765625,0.575593113899231
22,-3.4499926567077637,0.5860888361930847
23,-3.6890006065368652,0.5899367332458496
24,-3.3081040382385254,0.5432593822479248
25,-2.2902984619140625,0.3688628077507019
26,-1.091820478439331,0.22812455892562866
27,-0.326031357049942,0.1567661613225937
28,-0.07111791521310806,0.06551037728786469
29,-0.03375828266143799,0.05160505324602127
30,-0.018424808979034424,0.04416639730334282
31,-0.014820372685790062,0.04512164369225502
32,-0.004570710472762585,0.039454106241464615
33,0.0004229903279338032,0.03670107573270798
34,0.005365693476051092,0.03588247671723366
35,0.006688976194709539,0.03597239404916763
36,0.008326923474669456,0.035402920097112656
37,0.008036220446228981,0.03550519421696663
38,0.00040796995745040476,0.036124274134635925
39,0.002053165342658758,0.035327646881341934
40,0.006288194563239813,0.03640235960483551
41,0.00978085957467556,0.035011176019907
42,0.005276990123093128,0.03472479432821274
43,0.007233524229377508,0.03602566570043564
44,0.007516932673752308,0.03450997173786163
45,0.005933237262070179,0.03775186464190483
46,-0.0050241113640367985,0.04072986915707588
47,-0.002168715000152588,0.038753293454647064
48,-0.0007082939264364541,0.038210589438676834
49,0.0005517959361895919,0.038339439779520035
50,-0.0088958740234375,0.04358722269535065
51,-0.020020615309476852,0.04912837594747543
52,-0.03414038568735123,0.05850444734096527
53,-0.029206598177552223,0.05586286261677742
54,-0.03703904151916504,0.060646165162324905
55,-0.04278777912259102,0.06369251012802124
56,-0.04848555475473404,0.06822459399700165
57,-0.06293680518865585,0.07179751247167587
58,-0.09059324115514755,0.08058793842792511
59,-0.11297754943370819,0.08977823704481125
60,-0.12244806438684464,0.09520794451236725
61,-0.11509914696216583,0.09304526448249817
62,-0.10567176342010498,0.08963719010353088
63,-0.10179485380649567,0.08819150924682617
64,-0.10384070873260498,0.08846833556890488
65,-0.11593499034643173,0.09316642582416534
66,-0.12030557543039322,0.09597031027078629
67,-0.1103244423866272,0.09415648877620697
68,-0.08302658796310425,0.08347972482442856
69,-0.08273500204086304,0.08230753242969513
70,-0.15123073756694794,0.09422989189624786
71,-0.18910200893878937,0.09995698928833008
72,-0.16530121862888336,0.10239020735025406
73,-0.12483972311019897,0.09676316380500793
