6.815000000000000000e+03,1.624000000000000000e+03
1.407200000000000000e+04,1.993000000000000000e+03
6.815000000000000000e+03,1.624000000000000000e+03
6.815000000000000000e+03,1.993000000000000000e+03
1.493600000000000000e+04,1.624000000000000000e+03
1.493600000000000000e+04,1.209000000000000000e+03
6.813000000000000000e+03,1.620000000000000000e+03
6.815000000000000000e+03,2.000000000000000000e+03
1.496500000000000000e+04,1.624000000000000000e+03
1.389500000000000000e+04,1.624000000000000000e+03
6.813000000000000000e+03,1.624000000000000000e+03
6.931000000000000000e+03,1.993000000000000000e+03
6.815000000000000000e+03,1.624000000000000000e+03
6.813000000000000000e+03,1.874000000000000000e+03
6.813000000000000000e+03,1.993000000000000000e+03
1.383700000000000000e+04,1.624000000000000000e+03
1.383700000000000000e+04,1.272000000000000000e+03
1.389500000000000000e+04,1.743000000000000000e+03
6.813000000000000000e+03,1.500000000000000000e+03
6.813000000000000000e+03,1.624000000000000000e+03
