8.385000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,6.475911693208887820e-01
8.385000000000000000e+03,2.990000000000000000e+02,2.996080917282711864e-01,6.456344253175928527e-01
5.144000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,8.161607141593198167e-02
8.385000000000000000e+03,2.370000000000000000e+02,2.996080917282711864e-01,6.475911693208887820e-01
8.385000000000000000e+03,2.370000000000000000e+02,2.996080917282711864e-01,6.198037226896595531e-01
6.399000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,8.161702499488095175e-02
8.385000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,6.475911693208887820e-01
8.385000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,6.475911693208887820e-01
8.385000000000000000e+03,2.360000000000000000e+02,2.214751701756131064e-01,6.475911693208887820e-01
8.385000000000000000e+03,2.370000000000000000e+02,9.431695081107593914e-02,6.475911693208887820e-01
5.149000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,8.161654820540646671e-02
8.385000000000000000e+03,2.370000000000000000e+02,2.214141411228787437e-01,6.480798785322382516e-01
8.385000000000000000e+03,2.370000000000000000e+02,2.996080917282711864e-01,6.198037226896595531e-01
8.385000000000000000e+03,2.370000000000000000e+02,9.431695081107593914e-02,8.161654820540646671e-02
8.385000000000000000e+03,2.370000000000000000e+02,2.214751701756131064e-01,8.161702499488095175e-02
8.385000000000000000e+03,2.370000000000000000e+02,9.431695081107593914e-02,6.475911693208887820e-01
8.385000000000000000e+03,2.370000000000000000e+02,9.431695081107593914e-02,6.475911693208887820e-01
5.149000000000000000e+03,2.370000000000000000e+02,9.431695081107593914e-02,6.475911693208887820e-01
8.385000000000000000e+03,2.990000000000000000e+02,2.996080917282711864e-01,6.456344253175928527e-01
8.385000000000000000e+03,2.370000000000000000e+02,8.601318532340504475e-02,6.475911693208887820e-01
