5.830000000000000000e+03,4.270000000000000000e+02,2.244259195071237889e-01,9.023880427153198047e-01
2.669000000000000000e+03,4.270000000000000000e+02,6.731592765723066751e-01,6.992510392951376552e-01
7.020000000000000000e+02,1.510000000000000000e+02,8.446509974354634576e-01,2.050234963149457357e-01
5.830000000000000000e+03,2.130000000000000000e+02,8.368316500538716118e-01,9.023270136625853866e-01
7.020000000000000000e+02,2.130000000000000000e+02,8.446509974354634576e-01,4.492374193477042255e-01
5.830000000000000000e+03,3.350000000000000000e+02,3.181665445071237830e-01,8.720503807258399576e-01
6.920000000000000000e+02,1.510000000000000000e+02,8.446509974354634576e-01,4.263335339769344645e-01
7.020000000000000000e+02,2.130000000000000000e+02,8.446505206459890003e-01,4.492374193477042255e-01
7.020000000000000000e+02,1.510000000000000000e+02,8.446509974354634576e-01,6.992505625056631979e-01
7.020000000000000000e+02,2.130000000000000000e+02,8.368316500538716118e-01,9.023270136625853866e-01
5.830000000000000000e+03,4.270000000000000000e+02,1.931790445071237816e-01,6.992205247687705016e-01
8.490000000000000000e+02,4.610000000000000000e+02,5.277372595525015031e-01,4.263335339769344645e-01
5.830000000000000000e+03,4.780000000000000000e+02,7.118441500538715827e-01,9.023880427153198047e-01
1.005000000000000000e+03,4.270000000000000000e+02,6.731587997828322179e-01,6.968098771857627050e-01
7.020000000000000000e+02,1.510000000000000000e+02,5.277415506577718407e-01,6.992500857161887406e-01
5.830000000000000000e+03,2.130000000000000000e+02,8.368316500538716118e-01,9.023270136625853866e-01
5.049000000000000000e+03,2.130000000000000000e+02,8.368316500538716118e-01,9.023270136625853866e-01
1.005000000000000000e+03,4.610000000000000000e+02,5.277410738682973834e-01,4.263335339769344645e-01
5.830000000000000000e+03,1.510000000000000000e+02,8.446509974354634576e-01,6.992200479792960444e-01
5.830000000000000000e+03,1.510000000000000000e+02,8.446509974354634576e-01,6.992200479792960444e-01
