,Y_test,default_linear_learner,default_tree_learner,lasso_learner,linear_svr_learner,kernel_ridge_learner,esn_ridge_learner,esn_kernel_ridge_learner,esn_linear_svr_learner
3141,0.0,144.0398804801444,-1093.5469984457138,-985.4384420502612,-1071.313955339335,-51.136663477673785,-1164.4008871282297,-53.75500847560862,-889.3172575834764
3142,0.0,-974.5082727399711,-945.5072640943523,-2567.605920517865,-2595.3113329871635,-2237.5252779130583,-1837.7419629697345,-899.092615955268,-1499.894657542747
3143,0.0,-1023.7715858407263,-945.5072640943523,-2605.167281130709,-2743.262398349859,-1769.290303778632,-1858.2482071535987,-1030.2564513233126,-2144.873111558811
3144,0.0,-164.10265526320487,-1093.5469984457138,-1412.5199551920184,-1511.160630973253,-476.2650380075537,-1125.1951214864368,-740.4552828081855,-1889.1812532696918
3145,66.33,317.0793677351148,-1093.5469984457138,-778.8023931206299,-701.1591533218563,-37.34673181520216,-869.3546569035499,-357.2752383068753,-1240.7698004218023
3146,58.12000000000001,202.09479631918055,-1093.5469984457138,-928.7060086154662,-941.9527171230161,-172.9036160698286,-826.3275961096223,-41.01246758917493,-1133.0302057384258
3147,7.15,429.1565399249093,-894.9350293183425,-618.0879158335001,-598.9913415008028,109.91981644882634,-817.0569024165322,-3.1788424822694443,-906.5886852445308
3148,0.58,-30.34670077205931,-1093.5469984457138,-1248.5604639688488,-1283.8611347265971,-502.85091553655514,-1141.5213871590836,-325.0528423583302,-1070.3477198610647
3149,0.0,-292.10688864208765,-1093.5469984457138,-1624.8061377662825,-1590.8028560685873,-1119.972426117646,-1623.7437204051175,-776.6953666834265,-1282.537411375004
3150,0.0,189.2133838614933,-1093.5469984457138,-922.8077105329943,-983.6544393991671,14.744605411671355,-964.0672816456174,-425.1388273824673,-1193.3924104379705
3151,228.25,346.58933012997534,-1093.5469984457138,-711.3336293414133,-780.64185190042,133.4467130957805,-877.6100950443657,-335.3349741206204,-952.0466381281349
3152,516.23,225.83346286400777,-1093.5469984457138,-903.5140758261502,-872.4954398617309,-262.4095261512973,-989.6777359323798,-330.07393323704565,-879.0191564949212
3153,514.03,1333.5574735456282,1638.338139982045,648.1373026324985,653.2486965805356,1459.364296745898,189.07301491788786,464.51876960261706,-239.92119406501212
3154,2206.39,1927.7184166861848,2233.0379804216773,1489.0441237034465,1498.892562766492,2186.0811018025142,728.1704302619893,1071.8937773196897,406.94959084273086
3155,2248.82,2107.151736020389,2990.355818766795,1738.1249280403229,1744.7182822529876,2385.1869015467496,742.1732369302173,1344.1202799002012,919.8384316399278
3156,1472.59,1912.327217164417,2233.0379804216773,1461.2603029156905,1517.8315024765143,2059.4086303349204,790.1923774209664,1373.5107160331816,1039.9410634509225
3157,1262.7,1813.859117200465,4646.996217617353,1304.6643244157729,1373.9249990401984,2044.642093965155,872.4684938431138,1490.2382360922895,1174.702081323433
3158,1589.6300000000003,2477.045456495836,2990.355818766795,2220.555819460483,2341.3277155679434,2794.925605373186,1583.192076614745,1935.3006468498083,1558.482021854561
3159,1522.17,2357.5633979263544,2990.355818766795,2074.4589596751416,2173.1376763286376,2538.5780936889737,1766.1420471683932,2002.5737290120123,1673.8925639439294
3160,1656.5,2140.472317464431,2990.355818766795,1782.5253984001286,1818.0642828024252,2383.1219632075145,1852.323520410016,1856.4484546687518,1681.5824786113026
3161,2951.6,2011.433311408426,2181.3141280725467,1570.153495364934,1707.161380419148,2211.701800298036,2069.3241093534084,1768.364031309756,1748.7167905662557
3162,3020.0100000000007,2036.115041359601,2181.3141280725467,1605.9480564130238,1728.0180103706932,2244.6568464137795,2251.5056802780914,1938.7550227533766,1657.1195560593524
3163,4104.079999999999,2139.8618299443,2990.355818766795,1782.1739012031799,1784.610606274819,2398.733866365949,2494.613659527054,2073.4424295451963,1601.2020295104721
3164,6045.82,4083.4563591193996,4001.5931972568674,4479.294385112303,4578.869384341546,4155.3062613311,4144.333922513619,3027.3761846691946,2991.960739730754
3165,4254.55,3467.467893367718,3559.569919329571,3624.93192054242,3696.962513303032,3681.467285122406,3225.402480772143,3162.465811791696,3237.031657920985
3166,4669.340000000001,3758.18274372796,3559.569919329571,4002.4380674210665,4219.783062630609,4105.66305641416,3890.915606796858,3482.514161175915,3683.4281572232876
3167,5556.78,3790.2756570422102,3559.569919329571,4068.6718035564895,4146.052736083794,3897.475311018924,3859.5065207169937,3810.819333751294,3793.9336496524115
3168,3922.28,3173.740763926214,3559.569919329571,3204.240274850637,3349.7052518147707,3378.764531256662,3746.133828371699,3422.222886133553,3513.7056004982046
3169,3184.99,2396.553705559522,2990.355818766795,2114.9602714148305,2199.840510951658,2742.0276578177272,3441.100495942793,3000.61778397518,3006.3343707165272
3170,1323.96,2243.877765421786,2990.355818766795,1902.130342020022,2051.7620046609377,2574.9373602952414,3055.813259422583,2649.6570690580284,2565.575348256368
3171,1108.17,2238.622658070427,2990.355818766795,1891.6018238406134,1991.6100921748125,2537.9234867701352,3186.6443866014197,2644.5577843174574,2443.5089563273204
3172,1569.8599999999997,2474.873440078653,2990.355818766795,2222.5162662337407,2382.477081300372,2835.6544396999584,3291.101542201292,2649.7718223627708,2515.0714690160007
3173,4757.67,3769.6946604642562,3559.569919329571,4019.476598685251,4165.757910975013,4076.947739503128,4251.390086396033,3494.9704010693004,3482.7803059198222
3174,7674.29,4366.433486661195,4001.5931972568674,4847.140236237341,5020.105192293546,4528.608346012304,4674.574020365088,4134.438088487071,4291.493574830753
3175,4595.42,3558.0260645776307,3559.569919329571,3715.077321908842,3932.3510552575085,3914.3365211133496,3714.897063941541,3897.7745347191203,4085.6306346776873
3176,5262.61,3464.1830430555115,3559.569919329571,3591.4271439744803,3746.2373043451585,3811.6497943968566,3672.308269216432,3825.037562769754,3872.600333890026
3177,3442.9100000000003,2620.6785336558,2990.355818766795,2449.9103533844404,2475.793348513352,2902.871494541237,3188.7449902192852,3267.4208027574828,3042.578019484442
3178,5813.26,3538.1857198948583,3559.569919329571,3688.801327859513,3910.4788598169985,3939.8171161483715,3774.249179523469,3393.309196802658,3472.06130806354
3179,8164.140000000001,3896.0980713009985,3559.569919329571,4187.062275569529,4382.199666742697,4171.69293289024,3924.795432732796,3919.2548285395987,3816.131174475589
