,0
0,0.2451805659458228
1,0.21639036078908278
2,0.24863984055391078
3,0.2255794848378947
4,0.22224400183476223
5,0.24396173413258185
6,0.1815236904284031
7,0.20790024970593318
8,0.22703901642870475
9,0.21424102174772935
10,0.212552350315789
11,0.23314268655324558
12,0.23936007692752062
13,0.22955960167858552
14,0.239400527788955
15,0.24815361652285584
16,0.22122934232719638
17,0.20356310740859132
18,0.21870466490787394
19,0.2520941138164623
20,0.24070664189628938
21,0.24833739955687184
22,0.21376558829793052
23,0.19316550347917608
24,0.23382613183669107
25,0.23019799140932812
26,0.21111141348662543
27,0.22671567262288134
28,0.23177917913765766
29,0.21288544824711397
30,0.19894434740819544
31,0.18112983925524637
32,0.17422853350679887
33,0.19855630098254803
34,0.20840529301620755
35,0.2061002156131116
36,0.24873594997206375
37,0.25114073730654973
38,0.23705034839417405
39,0.24914933514101653
40,0.2269239457152207
41,0.2273356949350765
42,0.17226862548971827
43,0.2046474138682439
44,0.2475489089082078
45,0.2343671832633877
46,0.18701333825829433
47,0.18751033156362978
48,0.22567961447124674
49,0.23058104088314185
50,0.20845600336047584
51,0.21822679994965702
52,0.18738859333227192
53,0.200660998503076
54,0.21591297615494737
55,0.22098369058602924
56,0.24578059240513062
57,0.24016302054092878
58,0.18120227257551624
59,0.1894442511520954
60,0.18341138741175234
61,0.20218107833505028
62,0.24308200996742532
63,0.23962899624465367
64,0.2339131780676251
65,0.22288727074949455
66,0.22661964541692545
67,0.22895175110363497
68,0.22056340386491483
69,0.2000601371829045
70,0.1914431671707416
71,0.2070627451619096
72,0.20240308072637414
73,0.20314429389368588
74,0.24827338845076757
75,0.2513138987131446
76,0.2241494733738614
77,0.18247087786777894
78,0.1956674289716416
79,0.22085804393376357
80,0.214997727256551
81,0.2328729918020532
82,0.2166450415740549
83,0.20296846839202554
84,0.17777043138956442
85,0.17849792048662072
86,0.19530373592072267
87,0.22098914797177516
88,0.24364382084599315
89,0.24614503963707465
90,0.2213485711270328
91,0.23121925472347524
92,0.2380441375073321
93,0.21344874449215792
94,0.22711220915452013
95,0.18622203406590396
96,0.22088639764857462
97,0.24226916387270778
98,0.23342910490758262
99,0.21130642125645288
100,0.19459713826882785
101,0.22370112246464938
102,0.21598015469620388
103,0.19673223092766848
104,0.18072714068372492
105,0.19794415800969678
106,0.22969029036468475
107,0.22833038456123272
108,0.1748238277960361
109,0.19182712558511436
110,0.1952696828604604
111,0.22357915464656453
112,0.23378852874701803
113,0.22864738840572738
114,0.24087589393753298
115,0.22930570718817944
116,0.23544670124275627
117,0.23088602162441874
118,0.23085972160980212
119,0.22054824450438948
120,0.216438167797881
121,0.21540769003768015
122,0.20679140112804856
123,0.24354253555972932
124,0.2404125682744261
125,0.20074951966175608
126,0.21996416002813515
127,0.22849150660044623
128,0.2423511253716358
129,0.2515243731191526
130,0.2473110517024213
131,0.22413890937840245
132,0.22594582660243895
133,0.24923514789926504
134,0.23102776179861156
135,0.24379655000083822
136,0.2451414093849238
137,0.2025880236282389
138,0.2122688593026552
139,0.2468343693188309
140,0.21461991871649608
141,0.21013384417530123
142,0.23736730852378768
143,0.20671218541442715
144,0.22995317045281521
145,0.24067024885326313
146,0.22526887619241442
147,0.23286377515398157
148,0.24977481297748327
149,0.22461476613457707
150,0.21497071011799185
151,0.25105505438856723
152,0.22968504397294537
153,0.20837435632359744
154,0.23154474368426775
155,0.23472110830487994
156,0.24169117984963287
157,0.2434683965517468
158,0.21363351457841687
159,0.21902138995800208
160,0.2095769031280699
161,0.18575863776350487
162,0.22137998460493277
163,0.2257160870408521
164,0.2223937949779662
165,0.2066928815081569
166,0.24399162920647857
167,0.23801081833156298
168,0.2128983987620616
