,0
0,0.09499429992418718
1,0.2017862786063686
2,0.1538236157896299
3,0.278077858144367
4,0.1304577992633432
5,0.23965312673465033
6,0.14520287935624376
7,0.10908049649264434
8,0.34888445732815127
9,0.12877679756711424
10,0.06455314779384241
11,0.10315921543801099
12,0.14388890727532605
13,0.17861269238732572
14,0.10853236225409724
15,0.10458780874420515
16,0.13243351286929672
17,0.15586559278727768
18,0.1887733891093035
19,0.1638915308579133
20,0.2326540853374618
21,0.1795168053158075
22,0.16848768091401994
23,0.26062409161092526
24,0.12445025296259063
25,0.14581581310724973
26,0.11316669233348564
27,0.34270851466235236
28,0.16015340499169406
29,0.1540975875985598
30,0.1601073715936433
31,0.18229517309132215
32,0.24388988522919078
33,0.29141164040649215
34,0.2702564868345122
35,0.30986901629570357
36,0.1975810727964929
37,0.1510255636250617
38,0.22572326515074603
39,0.12660414026204903
40,0.3132103934787943
41,0.1401725232313425
42,0.11400266744747425
43,0.17567310886141252
44,0.15492835744330197
45,0.19095349011619933
46,0.16416325863178946
47,0.20671285193389177
48,0.08259494344537929
49,0.16999186777990077
50,0.1563567761743154
51,0.11596087014911993
52,0.12997695694217581
53,0.14359894492355824
54,0.16376984786025922
55,0.363326071906151
56,0.20802487498495803
57,0.2594347826391684
58,0.20686278145563236
59,0.15647614778882832
60,0.08939564620336954
61,0.13446873109702373
62,0.1290854847127616
63,0.11096155960356713
64,0.1400723263322564
65,0.2206279892196918
66,0.05362459781468662
67,0.0357930552292047
68,0.037719779837274786
69,0.08244421772244376
70,0.06707595794506718
71,0.051949085283630514
72,0.01525500102570862
73,0.13370350900449096
74,0.21592358024258357
75,0.18905797932319446
76,0.33288618168465867
77,0.1373251265736769
78,0.34200306989071594
79,0.1845813311835981
80,0.2598661965460686
81,0.22654907365265026
82,0.1583259046313712
83,0.11487534376718628
84,0.07704381462241344
85,0.03746580201344099
86,0.09816137897409874
87,0.22391030824290528
88,0.10452742389469522
89,0.10645192350032939
90,0.1665089999107538
91,0.08308711247203815
92,0.11464243996408308
93,0.04696689899156703
94,0.05856953251741576
95,0.09863495672110784
96,0.11842161323641642
97,0.11369227521493724
98,0.0928304259834386
99,0.11466468659991302
100,0.11855730891005081
101,0.19218501722244002
102,0.39062034819837743
103,0.20684972479392
104,0.19277843417849522
105,0.15796686632806684
106,0.20242851955145064
107,0.2947040003821859
108,0.3005347238874341
109,0.39196996956121616
110,0.36932916682899125
111,0.3453700711898898
112,0.29864132939702565
113,0.26133861533292957
114,0.2757431704341202
115,0.3547205641731558
116,0.13826923107781336
117,0.1775616233369422
118,0.12022330384163366
119,0.2984740605119741
120,0.277173410958716
121,0.25187090624116026
122,0.3202352695210515
123,0.28044079366977903
124,0.21560428629925976
125,0.31738731214328086
126,0.25993127591680065
127,0.22888700518065438
128,0.18616356729057254
129,0.13236553296981002
130,0.13844672019898951
131,0.15785233773332286
132,0.22256258271865112
133,0.16907636588475206
134,0.23688500136030033
135,0.17518982065143246
136,0.11956834185320175
137,0.136511485491091
138,0.08043926058170855
139,0.08054954263086134
140,0.07493841473753726
141,0.05968815450808421
142,0.12271148809798427
143,0.10681924934437231
144,0.23682626226561682
145,0.10130986993361774
146,0.15409110825883343
147,0.1969432114200357
148,0.21755206238263558
149,0.25007316103745925
150,0.2312516875886993
151,0.13511043199449912
152,0.22897538374477577
153,0.1733626282341458
154,0.13250690363308587
155,0.14619326353752196
156,0.14379511057875466
157,0.12214197015119121
158,0.17070536143845694
159,0.17244290698356157
160,0.17109822362345484
161,0.21987450376840556
162,0.13583771233207353
163,0.30858318465244516
164,0.12753509062615154
165,0.2059541546386769
166,0.16092861724930857
167,0.16732177458897068
168,0.09123043052849977
169,0.14442840202444118
170,0.05408749951050318
171,0.07142494908695501
172,0.1304739798671476
173,0.12255137193505983
174,0.23231672363643752
175,0.2769235292309393
176,0.1783481740703151
177,0.28354616694960255
178,0.29824167845352134
179,0.2012283674641786
180,0.23141069970960154
181,0.17699984278410547
182,0.11950214124438119
183,0.16435201065468544
184,0.1798044922325066
185,0.2953175890435416
186,0.2583344886457836
187,0.1526771312452514
188,0.18170276963858656
189,0.29745724518950256
190,0.21146365116088583
191,0.3534772328299354
192,0.15354764995507603
193,0.3755322226182455
194,0.16749983108041544
195,0.20142944041328564
196,0.2532061432664207
197,0.20018578522788333
198,0.2740462653258311
199,0.3337724020406968
200,0.2205437925472281
201,0.2399020121940657
202,0.3403706375009084
203,0.3104327370551637
204,0.3631013979458727
205,0.5085155514538678
206,0.39502201285747673
207,0.3643264763109427
208,0.359664190283345
209,0.3892320994154641
210,0.3702214785489695
211,0.3146637660368328
212,0.284572442814747
213,0.44486448706430476
214,0.25266168107823495
215,0.22648778028173736
216,0.32088976884477305
217,0.17038589019231912
218,0.15646972346274762
219,0.16760568128233133
220,0.1602129504194857
221,0.23997144467620346
222,0.2685569968911228
223,0.283250440136408
224,0.18965717098326892
225,0.2349510384037476
226,0.26172959298426934
227,0.30486766128343523
228,0.23329339338137026
229,0.25951817335160726
230,0.2897561418386758
231,0.2517444126226684
232,0.23129801548338894
233,0.24108422628201018
234,0.32565425589312197
235,0.26756039707347357
236,0.2242504734088489
237,0.2932614257499505
238,0.1670161247819678
239,0.2492934802719039
240,0.07443103470225293
241,0.03214972564145674
242,0.14320668952254811
243,0.20320872381473948
244,0.11710411548102306
245,0.10363572793903542
246,0.26065965622655674
247,0.14260349614924417
248,0.20271463220737698
249,0.2017231842020566
250,0.09341808119975364
251,0.10593564402660116
252,0.196207807612542
253,0.14970994210153882
254,0.2224475460697246
255,0.3003300644327833
256,0.11966119919797541
257,0.22395765639680448
258,0.19081184389110134
259,0.3162284547065065
260,0.5193964830443459
261,0.3957173904513164
262,0.4551644729823817
263,0.516859106341776
264,0.44131951844540257
265,0.3648432593241681
266,0.4209618611694541
267,0.4266779931141767
268,0.4349837823526248
269,0.39918170965226923
270,0.48292661283032506
271,0.35365446227790864
272,0.4638511261414121
273,0.4351959785815343
274,0.24666070011780183
275,0.38455946782203987
276,0.3569712186573923
277,0.4007333433358743
278,0.2474582811455582
279,0.11445556640067539
280,0.25337495553996375
281,0.2966940557137584
282,0.23560831153826117
283,0.26857081463042254
284,0.4627046559797282
285,0.3135126868111782
286,0.25344002863416415
287,0.2856710480004023
288,0.3453252339147973
289,0.3083741551143598
290,0.39614039732636247
291,0.35004482556036953
292,0.35250537634025275
293,0.33060231552023667
294,0.4091494889471742
295,0.33446652167283253
296,0.26936236740364355
297,0.33544253805491464
298,0.18980936365152867
299,0.26351175287497
300,0.2381267380044476
301,0.3106389788863434
302,0.25191778029942985
303,0.18289445333069443
304,0.1331788802362523
305,0.27923045438649396
306,0.3189612449010276
307,0.29398028905133067
308,0.26216950295995634
309,0.3632801626668991
310,0.2189759093776053
311,0.22156600639682017
312,0.27010489422593736
313,0.29677400019546
314,0.2749632878381883
315,0.19356513418157892
316,0.19181486962266506
317,0.1773507483378325
318,0.3326011528617753
319,0.21488527166495913
320,0.17950182175371154
321,0.2826347480256191
322,0.20328755991250058
323,0.15600493826911876
324,0.2379356472842381
325,0.3295175874344707
326,0.25919535577678326
327,0.2373503394677769
328,0.23522940028315914
329,0.26657797481904544
330,0.18570487841929073
331,0.23719762327649463
332,0.23143811551576704
333,0.32282118223783596
334,0.3181545241613479
335,0.333466535981434
