,Y_test,default_linear_learner,default_tree_learner,linear_svr_learner,kernel_ridge_learner,esn_ridge_learner,esn_kernel_ridge_learner,esn_linear_svr_learner,lasso_learner
0,0.0,-286.90236845545996,-1113.2175371614799,-1570.0594182347998,-962.1906615109799,-198.14320594221996,666.8324915242799,2594.5560980460796,-1602.80164893274
1,0.0,1.4064189399999998,-1113.2175371614799,-1165.8370109383598,-508.8169937412399,-161.28142379615997,1205.6073938720199,1936.8653770391797,-1202.3400111383096
2,1.2894807359999998,962.3054821853399,118.27280075929998,177.30685650676,923.4514997095399,35.20652186844,1631.6650082980598,2268.25716965072,132.53211484313866
3,15.369994077179998,1066.6339710062,1137.6148603407198,379.21740051789993,1046.50367548354,2145.6250548684397,1579.8096466720199,2226.2324867857596,274.91847494780797
4,304.67999373332,1249.6512834708599,2098.9432290168797,550.6934495313999,1349.32471522984,3129.37714588952,1305.5082230304,2267.68742775788,532.9937526375544
5,705.66000487958,2054.4071559988797,2200.9509843646,1798.20353127718,2328.9976856462,6742.378671936619,1461.88570101968,2686.56908188808,1645.3871909554282
6,150.14999714509997,1521.0053744954198,1961.1965037134798,1000.45072433014,1678.7021050553399,7003.034339516579,1130.6540663402398,2311.76134203072,906.7579479123598
7,25.52999610466,890.9817110737399,725.4417455420199,51.358864135299996,831.0790415074599,5819.17345356618,572.25102324126,1487.3495638292397,34.64149227115966
8,528.2500057164,1041.0405754320198,-834.9357108827598,344.37809621494,1008.7980893808599,5355.19597167986,447.8887287184999,1122.04761995782,239.32188492164735
9,862.2499943509399,1378.4542272782198,653.8431222436399,751.63885829804,1506.87789624312,3996.0794359380793,617.6946315370599,1104.2186524874198,710.9767027684125
10,216.13999553781997,551.1856487530199,-490.58195045622006,-432.13452943133996,331.11670338785996,1502.98270047034,320.5294344468999,332.75266886182,-437.0133255756217
11,6.200000366239999,745.1133430582599,-46.00258871337999,-107.57246521703999,607.98378283016,-51.220608412759994,388.95707291184,76.83336200043999,-170.03890037933547
12,1290.45999864374,249.29948254031996,-1113.2175371614799,-878.7344727220799,-121.78859526993999,-1616.7976746710199,175.49335039469997,-470.07389712725995,-855.2732583831371
13,156.86000610537997,386.68366780639997,-967.6661032837599,-599.23049998942,70.11807501851999,-2412.9527897022194,225.75877911275998,-594.54522862402,-668.3911607457351
14,0.5499256079999999,-462.66690486622,-978.8657175497199,-1901.5102014295198,-1267.80717223374,-3677.3871796883195,-212.11710008577998,-1347.9233214721198,-1843.078631609397
15,429.68999948655994,283.81954554636,-1113.2175371614799,-754.2840478798998,-79.16695867601999,-3430.6935702093797,52.013828694919994,-1065.1154810198798,-810.7775208504197
16,141.62000306416,553.3097838212999,-479.27875106496,-364.16656872533997,319.7788492018199,-3647.0924258444593,354.35180304147997,-682.2278485497599,-437.0133255756217
17,924.18999607272,892.6008311253399,118.27280075929998,103.16759270188,819.4679785904799,-3072.62128339288,705.83929959074,-240.60378386381998,34.64149227115966
18,1590.63000189798,1142.7511813218998,1137.6148603407198,462.52122198748,1169.2047838061799,-2293.97361898092,1019.9080878961598,162.67373113937998,381.70824502633184
19,1301.00000242684,1348.0398330096998,1961.1965037134798,758.5619318264999,1447.5235088289999,-1569.8101660332197,1285.1780895985798,506.48663656995996,666.4809652357028
