4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.465386846283926348e-01
1.486000000000000000e+03,2.800000000000000000e+01,9.327711230171179535e-01,9.152946962574972645e-01
4.850000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.466609688977254411e-01
1.486000000000000000e+03,2.800000000000000000e+01,6.175805621112290256e-01,9.563059320668234609e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.016786795581283709e-01,9.466609688977254411e-01
4.840000000000000000e+02,4.600000000000000000e+01,6.016786795581283709e-01,9.466609688977254411e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.563059320668234609e-01
5.430000000000000000e+02,2.800000000000000000e+01,6.175853300059738205e-01,9.465386846283926348e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.466552479962362376e-01
3.009000000000000000e+03,2.800000000000000000e+01,4.766892724002304016e-01,9.466609688977254411e-01
5.050000000000000000e+02,3.000000000000000000e+01,6.016786795581283709e-01,9.466609688977254411e-01
4.440000000000000000e+02,3.000000000000000000e+01,6.016786795581283709e-01,9.466609688977254411e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.563059320668234609e-01
5.470000000000000000e+02,3.000000000000000000e+01,6.175853300059738205e-01,9.465384462574972790e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.465384462574972790e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.466609688977254411e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.016786795581283709e-01,9.442190128066755284e-01
1.486000000000000000e+03,4.600000000000000000e+01,9.327711230171179535e-01,9.152946962574972645e-01
5.050000000000000000e+02,3.000000000000000000e+01,6.175843764270249059e-01,9.466609688977254411e-01
4.640000000000000000e+02,3.400000000000000000e+01,6.175848532164993632e-01,9.563059320668234609e-01
4.640000000000000000e+02,3.000000000000000000e+01,9.015242480171179462e-01,9.622840357522023380e-01
4.850000000000000000e+02,3.300000000000000000e+01,6.175848532164993632e-01,9.466612072686207968e-01
4.640000000000000000e+02,2.800000000000000000e+01,6.175848532164993632e-01,9.466571549633993055e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175853300059738205e-01,9.455620790699972300e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175853300059738205e-01,9.466609688977254411e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.442190128066755284e-01
4.640000000000000000e+02,2.800000000000000000e+01,9.015242480171179462e-01,9.563059320668234609e-01
5.430000000000000000e+02,2.800000000000000000e+01,6.175848532164993632e-01,9.466571549633993055e-01
4.640000000000000000e+02,3.000000000000000000e+01,6.175848532164993632e-01,9.465384462574972790e-01
3.860000000000000000e+02,3.000000000000000000e+01,6.016786795581283709e-01,9.466609688977254411e-01
